20200609112605,COLOR INCORRENT,Setting:green,Result:gray
20200609112631,COLOR INCORRENT,Setting:blue,Result:gray
20200610120220,COLOR INCORRENT,Setting:green,Result:blue
20200614224421,COLOR INCORRENT,Setting:green,Result:blue
20200702102239,COLOR INCORRENT,Setting:green,Result:blue
